,Brand,model,Year,Age,kmDriven,Transmission,Owner,FuelType,Price
4626,Mahindra,Thar,2023.0,1.0,40000.0,Manual,first,Diesel,1380000.0
4627,Maruti Suzuki,Celerio,2017.0,7.0,49000.0,Manual,second,Petrol,360000.0
4628,Maruti Suzuki,maruti-suzuki-dzire,2018.0,6.0,34200.0,Automatic,first,Hybrid/CNG,590000.0
4629,Maruti Suzuki,Celerio,2014.0,10.0,72000.0,Automatic,first,Petrol,345000.0
4630,Maruti Suzuki,Swift-Dzire,2018.0,6.0,58000.0,Automatic,first,Hybrid/CNG,555000.0
4631,Maruti Suzuki,Swift-Dzire,2024.0,0.0,37500.0,Automatic,first,Hybrid/CNG,300000.0
4632,Maruti Suzuki,Swift-Dzire,2014.0,10.0,83000.0,Manual,first,Hybrid/CNG,470000.0
4633,Maruti Suzuki,Swift,2009.0,15.0,175000.0,Manual,second,Hybrid/CNG,115000.0
4634,Maruti Suzuki,Celerio,2016.0,8.0,110000.0,Automatic,second,Hybrid/CNG,299000.0
4635,Mahindra,XUV500,2017.0,7.0,58100.0,Automatic,second,Diesel,1260000.0
4636,Nissan,Micra,2011.0,13.0,95000.0,Manual,second,Petrol,265000.0
4637,Jeep,Compass,2018.0,6.0,80000.0,Manual,second,Diesel,750000.0
4638,Maruti Suzuki,Wagon-R,2012.0,12.0,77000.0,Manual,second,Hybrid/CNG,265000.0
4639,Tata,Tiago,2022.0,2.0,37000.0,Manual,first,Hybrid/CNG,650000.0
4640,Hyundai,Xcent,2014.0,10.0,62500.0,Manual,first,Petrol,284999.0
4641,Toyota,Innova Crysta,2020.0,4.0,40000.0,Automatic,first,Diesel,1750000.0
4642,Maruti Suzuki,Swift,2020.0,4.0,65000.0,Manual,first,Hybrid/CNG,525000.0
4643,Maruti Suzuki,Swift-Dzire,2022.0,2.0,25000.0,Automatic,first,Hybrid/CNG,825000.0
4644,Ford,Figo,2011.0,13.0,70000.0,Manual,second,Diesel,195000.0
4645,Mercedes-Benz,GLA Class,2018.0,6.0,78900.0,Automatic,first,Diesel,2000000.0
4646,Maruti Suzuki,Wagon-R,2014.0,10.0,58000.0,Manual,first,Hybrid/CNG,249000.0
4647,Mahindra,Bolero,2014.0,10.0,111000.0,Manual,first,Diesel,700000.0
4648,Maruti Suzuki,Celerio,2018.0,6.0,26000.0,Manual,first,Hybrid/CNG,490000.0
4649,Maruti Suzuki,Wagon-R,2012.0,12.0,121981.0,Automatic,second,Hybrid/CNG,160000.0
4650,Maruti Suzuki,Swift-Dzire,2022.0,2.0,33.0,Manual,first,Hybrid/CNG,880000.0
4651,Renault,Triber,2020.0,4.0,27800.0,Manual,first,Petrol,520000.0
4652,Toyota,Camry,2014.0,10.0,63000.0,Automatic,second,Hybrid/CNG,1011111.0
4653,Tata,Nano,2015.0,9.0,22000.0,Automatic,second,Petrol,269000.0
4654,Renault,Duster,2014.0,10.0,152.0,Manual,second,Diesel,450000.0
4655,BMW,5 Series,2011.0,13.0,79000.0,Automatic,first,Diesel,1275000.0
4656,Volkswagen,Taigun,2021.0,3.0,59084.0,Automatic,first,Petrol,1565000.0
4657,Maruti Suzuki,Ertiga,2013.0,11.0,76000.0,Manual,second,Hybrid/CNG,525000.0
4658,Volkswagen,GTI,2016.0,8.0,75000.0,Automatic,second,Petrol,530000.0
4659,Maruti Suzuki,Wagon-R,2016.0,8.0,73860.0,Automatic,second,Hybrid/CNG,317000.0
4660,Honda,Brio,2014.0,10.0,72000.0,Automatic,first,Petrol,525000.0
4661,Toyota,Etios Liva,2018.0,6.0,67000.0,Manual,first,Hybrid/CNG,490000.0
4662,Hyundai,Grand i10,2015.0,9.0,68000.0,Manual,second,Diesel,310000.0
4663,Tata,Nano,2014.0,10.0,45000.0,Manual,second,Petrol,85000.0
4664,Maruti Suzuki,Wagon-R-1-0,2015.0,9.0,80000.0,Manual,second,Hybrid/CNG,255000.0
4665,Honda,Amaze,2015.0,9.0,97422.0,Manual,second,Diesel,350000.0
4666,BMW,X1,2011.0,13.0,57000.0,Automatic,second,Petrol,599999.0
4667,Maruti Suzuki,Baleno,2021.0,3.0,42470.0,Manual,first,Petrol,725000.0
4668,Hyundai,Elite i20,2014.0,10.0,91000.0,Manual,second,Diesel,450000.0
4669,Hyundai,Grand i10,2014.0,10.0,100000.0,Automatic,second,Diesel,350000.0
4670,Maruti Suzuki,Celerio,2022.0,2.0,99999.0,Manual,second,Hybrid/CNG,530000.0
4671,Mahindra,XUV500,2017.0,7.0,71000.0,Automatic,first,Diesel,745000.0
4672,Hyundai,Grand i10,2014.0,10.0,60000.0,Manual,second,Hybrid/CNG,350000.0
4673,Tata,Indica Vista,2009.0,15.0,113000.0,Manual,second,Diesel,225000.0
4674,Hyundai,Getz,2007.0,17.0,100.0,Manual,first,Petrol,100000.0
4675,Honda,Amaze,2017.0,7.0,107000.0,Automatic,second,Hybrid/CNG,285000.0
4676,Maruti Suzuki,Alto,2010.0,14.0,48552.0,Manual,first,Petrol,178000.0
4677,Hyundai,Venue,2022.0,2.0,20596.0,Manual,first,Diesel,1090000.0
4678,Datsun,RediGO,2018.0,6.0,45125.0,Manual,first,Petrol,235000.0
4679,Maruti Suzuki,Wagon-R,2020.0,4.0,65000.0,Automatic,first,Hybrid/CNG,480000.0
4680,Maruti Suzuki,Eeco,2022.0,2.0,15000.0,Automatic,first,Hybrid/CNG,550000.0
4681,Honda,Amaze,2014.0,10.0,58000.0,Manual,second,Petrol,250000.0
4682,Honda,Mobilio,2014.0,10.0,80000.0,Manual,second,Hybrid/CNG,430000.0
4683,Mahindra,Verito,2012.0,12.0,220000.0,Manual,second,Diesel,240000.0
4684,Maruti Suzuki,Swift-Dzire,2012.0,12.0,80000.0,Automatic,first,Petrol,375000.0
4685,Hyundai,Santro Xing,2010.0,14.0,41250.0,Manual,second,Petrol,95000.0
4686,Volkswagen,Polo,2017.0,7.0,47513.0,Manual,first,Petrol,630000.0
4687,Skoda,Kushaq,2021.0,3.0,36000.0,Automatic,first,Petrol,1490000.0
4688,Hyundai,Creta,2022.0,2.0,44000.0,Automatic,first,Diesel,1690000.0
4689,Hyundai,Elite i20,2016.0,8.0,82000.0,Manual,first,Diesel,625000.0
4690,Honda,Amaze,2015.0,9.0,103000.0,Automatic,first,Hybrid/CNG,400000.0
4691,Maruti Suzuki,A-Star,2011.0,13.0,67000.0,Manual,second,Petrol,235000.0
4692,Maruti Suzuki,Alto-K10,2017.0,7.0,82000.0,Manual,first,Hybrid/CNG,350000.0
4693,Maruti Suzuki,Estilo,2012.0,12.0,85000.0,Automatic,second,Hybrid/CNG,110000.0
4694,Honda,Civic,2010.0,14.0,80000.0,Automatic,second,Hybrid/CNG,250000.0
4695,Hyundai,Grand i10 Nios,2022.0,2.0,50000.0,Manual,first,Hybrid/CNG,639999.0
4696,Mahindra,Thar,2022.0,2.0,13800.0,Manual,second,Diesel,1250000.0
4697,Maruti Suzuki,Eeco,2013.0,11.0,30.0,Automatic,second,Hybrid/CNG,120000.0
4698,Mahindra,Thar,2022.0,2.0,21700.0,Automatic,second,Diesel,1475000.0
4699,Honda,WRV,2017.0,7.0,68000.0,Manual,first,Petrol,475000.0
4700,Renault,KWID,2020.0,4.0,55000.0,Automatic,second,Hybrid/CNG,325000.0
4701,Honda,City,2017.0,7.0,74000.0,Automatic,second,Petrol,765000.0
4702,Maruti Suzuki,Wagon-R,2017.0,7.0,61200.0,Manual,first,Hybrid/CNG,385000.0
4703,Maruti Suzuki,Eeco,2017.0,7.0,63000.0,Manual,first,Hybrid/CNG,440000.0
4704,Maruti Suzuki,Ignis,2018.0,6.0,25000.0,Automatic,first,Petrol,425000.0
4705,Hyundai,Verna,2014.0,10.0,60000.0,Manual,second,Hybrid/CNG,399000.0
4706,Maruti Suzuki,Alto 800,2018.0,6.0,72000.0,Manual,first,Petrol,320000.0
4707,Honda,City,2015.0,9.0,52000.0,Automatic,first,Petrol,599000.0
4708,Maruti Suzuki,Baleno,2016.0,8.0,69000.0,Automatic,second,Hybrid/CNG,489999.0
4709,Maruti Suzuki,Ertiga,2019.0,5.0,60000.0,Automatic,first,Petrol,950000.0
4710,Maruti Suzuki,Baleno,2016.0,8.0,77500.0,Automatic,second,Hybrid/CNG,489999.0
4711,Maruti Suzuki,XL6,2023.0,1.0,10000.0,Manual,first,Hybrid/CNG,1250000.0
4712,Toyota,Camry,2016.0,8.0,100906.0,Automatic,first,Petrol,1575000.0
4713,Renault,Triber,2022.0,2.0,54000.0,Automatic,first,Petrol,725000.0
4714,Toyota,Glanza,2021.0,3.0,16500.0,Automatic,second,Petrol,840000.0
4715,Maruti Suzuki,Wagon-R,2020.0,4.0,68000.0,Manual,second,Petrol,49999.0
4716,Maruti Suzuki,Ritz,2011.0,13.0,180000.0,Manual,first,Diesel,320000.0
4717,Hyundai,Grand i10,2018.0,6.0,35933.0,Automatic,first,Petrol,560001.0
4718,Maruti Suzuki,Wagon-R,2017.0,7.0,77000.0,Manual,first,Hybrid/CNG,420000.0
4719,Maruti Suzuki,S-Presso,2023.0,1.0,20000.0,Automatic,first,Hybrid/CNG,600000.0
4720,Mahindra,XUV 300,2022.0,2.0,14555.0,Automatic,first,Diesel,1095000.0
4721,Maruti Suzuki,Celerio,2018.0,6.0,49000.0,Automatic,first,Petrol,505000.0
4722,Mahindra,XUV 300,2022.0,2.0,69000.0,Manual,first,Diesel,1050000.0
4723,Maruti Suzuki,Ertiga,2018.0,6.0,72000.0,Manual,second,Hybrid/CNG,690000.0
4724,Toyota,Corolla Altis,2011.0,13.0,70000.0,Manual,second,Hybrid/CNG,240000.0
4725,Maruti Suzuki,Ertiga,2021.0,3.0,67000.0,Manual,first,Hybrid/CNG,1080000.0
4726,Toyota,Innova,2008.0,16.0,117815.0,Manual,first,Diesel,735000.0
4727,Honda,Amaze,2017.0,7.0,81000.0,Manual,first,Hybrid/CNG,375000.0
4728,Hyundai,Santro Xing,2009.0,15.0,65000.0,Manual,first,Petrol,210000.0
4729,Toyota,Etios,2016.0,8.0,78000.0,Manual,second,Hybrid/CNG,399999.0
4730,Maruti Suzuki,Alto-800,2019.0,5.0,86000.0,Manual,first,Hybrid/CNG,299000.0
4731,Skoda,Rapid,2016.0,8.0,78000.0,Automatic,first,Diesel,650000.0
4732,Toyota,Yaris,2019.0,5.0,34750.0,Automatic,first,Petrol,650000.0
4733,Hyundai,i10,2007.0,17.0,79000.0,Manual,second,Hybrid/CNG,160000.0
4734,Jeep,Compass,2019.0,5.0,52500.0,Automatic,second,Petrol,1300000.0
4735,Hyundai,Eon,2013.0,11.0,65000.0,Manual,second,Petrol,225000.0
4736,Maruti Suzuki,Baleno,2020.0,4.0,32000.0,Manual,first,Petrol,690000.0
4737,Volkswagen,VentoTest,2016.0,8.0,115000.0,Automatic,second,Diesel,640000.0
4738,BMW,3 Series GT,2016.0,8.0,64000.0,Automatic,first,Diesel,2149000.0
4739,Toyota,Innova,2014.0,10.0,225000.0,Manual,second,Diesel,925000.0
4740,Mercedes-Benz,E-Class,2015.0,9.0,70000.0,Automatic,second,Diesel,1450000.0
4741,BMW,3 Series,2012.0,12.0,105000.0,Automatic,first,Diesel,990000.0
4742,Maruti Suzuki,Vitara-Brezza,2018.0,6.0,68445.0,Manual,first,Diesel,590000.0
4743,Hyundai,New Santro,2007.0,17.0,50000.0,Automatic,first,Hybrid/CNG,52999.0
4744,Maruti Suzuki,Ertiga,2017.0,7.0,58680.0,Manual,second,Hybrid/CNG,675000.0
4745,Honda,Amaze,2014.0,10.0,87000.0,Manual,second,Petrol,315000.0
4746,Hyundai,Elite i20,2021.0,3.0,55000.0,Manual,first,Petrol,625000.0
4747,Maruti Suzuki,Swift-Dzire,2013.0,11.0,113000.0,Manual,first,Hybrid/CNG,399000.0
4748,Maruti Suzuki,Wagon-R-1-0,2021.0,3.0,38000.0,Manual,first,Hybrid/CNG,559000.0
4749,Volkswagen,Polo,2012.0,12.0,81000.0,Manual,first,Petrol,350000.0
4750,Maruti Suzuki,Ertiga,2021.0,3.0,53885.0,Automatic,first,Hybrid/CNG,1090000.0
4751,Hyundai,Fluidic Verna,2013.0,11.0,68000.0,Automatic,second,Hybrid/CNG,355000.0
4752,Maruti Suzuki,Swift,2011.0,13.0,54001.0,Manual,first,Hybrid/CNG,351000.0
4753,Maruti Suzuki,Ertiga,2023.0,1.0,48000.0,Manual,first,Hybrid/CNG,1000000.0
4754,Maruti Suzuki,Eeco,2012.0,12.0,150000.0,Automatic,second,Hybrid/CNG,200000.0
4755,Jeep,Compass,2019.0,5.0,46000.0,Automatic,first,Petrol,1390000.0
4756,Honda,City,2015.0,9.0,69000.0,Automatic,first,Hybrid/CNG,525000.0
4757,Maruti Suzuki,Ciaz,2017.0,7.0,83000.0,Automatic,first,Hybrid/CNG,550000.0
4758,Hyundai,Aura,2022.0,2.0,59000.0,Automatic,first,Hybrid/CNG,680000.0
4759,Hyundai,Santro Xing,2008.0,16.0,63900.0,Manual,second,Petrol,135000.0
4760,Maruti Suzuki,Swift,2015.0,9.0,76000.0,Manual,first,Hybrid/CNG,355000.0
4761,Volkswagen,CrossPolo,2015.0,9.0,40000.0,Manual,second,Diesel,399000.0
4762,Skoda,Rapid,2013.0,11.0,85000.0,Manual,second,Diesel,325000.0
4763,Skoda,Slavia,2024.0,0.0,13000.0,Manual,first,Petrol,1200000.0
4764,Honda,CRV,2016.0,8.0,110000.0,Automatic,first,Petrol,1325000.0
4765,Maruti Suzuki,Baleno,2017.0,7.0,31853.0,Automatic,first,Hybrid/CNG,529000.0
4766,Toyota,Etios,2011.0,13.0,162000.0,Manual,first,Petrol,250000.0
4767,Maruti Suzuki,Wagon-R,2015.0,9.0,92600.0,Automatic,second,Hybrid/CNG,260000.0
4768,BMW,3 Series,2014.0,10.0,55468.0,Automatic,first,Diesel,1545000.0
4769,Mahindra,Thar,2021.0,3.0,65000.0,Automatic,second,Diesel,1295000.0
4770,Tata,Tiago,2018.0,6.0,58526.0,Manual,first,Hybrid/CNG,339000.0
4771,Nissan,Terrano,2017.0,7.0,84000.0,Automatic,second,Diesel,755000.0
4772,Toyota,Innova,2013.0,11.0,135000.0,Manual,second,Diesel,694999.0
4773,Maruti Suzuki,Omni,2014.0,10.0,52000.0,Manual,second,Petrol,165000.0
4774,Skoda,Rapid,2016.0,8.0,40000.0,Manual,first,Petrol,449000.0
4775,Maruti Suzuki,Eeco,2019.0,5.0,62400.0,Manual,first,Hybrid/CNG,470000.0
4776,Toyota,Innova Crysta,2021.0,3.0,57000.0,Automatic,first,Diesel,2150000.0
4777,Maruti Suzuki,Baleno,2018.0,6.0,78000.0,Manual,second,Hybrid/CNG,500000.0
4778,Maruti Suzuki,Celerio,2014.0,10.0,42000.0,Manual,first,Petrol,385000.0
4779,Maruti Suzuki,Celerio,2020.0,4.0,114000.0,Manual,second,Hybrid/CNG,410000.0
4780,Maruti Suzuki,Celerio-X,2019.0,5.0,63205.0,Automatic,first,Hybrid/CNG,520000.0
4781,Hyundai,i20,2011.0,13.0,74749.0,Manual,first,Petrol,149000.0
4782,Maruti Suzuki,Eeco,2011.0,13.0,90000.0,Manual,second,Hybrid/CNG,211000.0
4783,Maruti Suzuki,Eeco,2020.0,4.0,67000.0,Manual,first,Hybrid/CNG,425000.0
4784,Hyundai,i10,2010.0,14.0,70000.0,Manual,second,Hybrid/CNG,260000.0
4785,Maruti Suzuki,Ertiga,2019.0,5.0,35000.0,Automatic,second,Petrol,1200000.0
4786,Tata,Tiago,2018.0,6.0,43000.0,Automatic,first,Hybrid/CNG,540000.0
4787,MG,Hector,2020.0,4.0,40000.0,Manual,second,Diesel,1300000.0
4788,Maruti Suzuki,Alto-K10,2013.0,11.0,90000.0,Manual,first,Petrol,95000.0
4789,Hyundai,Creta,2022.0,2.0,75000.0,Manual,first,Diesel,1300000.0
4790,Nissan,Micra,2012.0,12.0,110000.0,Manual,second,Diesel,239000.0
4791,Mercedes-Benz,E-Class,2015.0,9.0,75000.0,Automatic,first,Diesel,1275000.0
4792,MG,Hector,2023.0,1.0,10500.0,Automatic,first,Petrol,2121000.0
4793,Toyota,Camry,2015.0,9.0,115000.0,Automatic,second,Hybrid/CNG,1251111.0
4794,Chevrolet,Cruze,2014.0,10.0,62000.0,Automatic,first,Diesel,435000.0
4795,Renault,KWID,2018.0,6.0,34000.0,Manual,first,Petrol,400000.0
4796,Maruti Suzuki,Eeco,2022.0,2.0,12080.0,Automatic,first,Petrol,610000.0
4797,Honda,City,2015.0,9.0,91386.0,Automatic,second,Petrol,587000.0
4798,Mahindra,XUV500,2017.0,7.0,61000.0,Manual,first,Diesel,875000.0
4799,Maruti Suzuki,Wagon-R-1-0,2021.0,3.0,42000.0,Manual,first,Hybrid/CNG,509900.0
4800,Hyundai,Grand i10,2017.0,7.0,57000.0,Manual,first,Hybrid/CNG,385000.0
4801,Ford,Figo,2012.0,12.0,85000.0,Manual,second,Diesel,155000.0
4802,Maruti Suzuki,Swift,2023.0,1.0,5000.0,Automatic,first,Hybrid/CNG,750000.0
4803,Ford,Ecosport,2018.0,6.0,49000.0,Manual,second,Petrol,689000.0
4804,Toyota,Innova Crysta,2017.0,7.0,140000.0,Automatic,first,Diesel,2100000.0
4805,Hyundai,Elantra,2018.0,6.0,14600.0,Automatic,second,Diesel,1049000.0
4806,Tata,Indigo Cs,2011.0,13.0,57000.0,Manual,second,Petrol,180000.0
4807,Hyundai,Grand i10,2017.0,7.0,60000.0,Manual,first,Hybrid/CNG,410000.0
4808,Hyundai,EON,2015.0,9.0,29000.0,Manual,second,Petrol,237000.0
4809,Honda,City,2008.0,16.0,800000.0,Automatic,second,Hybrid/CNG,150000.0
4810,Hyundai,Fluidic Verna,2013.0,11.0,79000.0,Manual,second,Diesel,400000.0
4811,Maruti Suzuki,Baleno,2018.0,6.0,70000.0,Automatic,second,Hybrid/CNG,450000.0
4812,Honda,City,2015.0,9.0,725000.0,Automatic,second,Petrol,450000.0
4813,Maruti Suzuki,Eeco,2021.0,3.0,60000.0,Automatic,first,Hybrid/CNG,450000.0
4814,Hyundai,Santro Xing,2010.0,14.0,76000.0,Manual,second,Hybrid/CNG,80000.0
4815,Hyundai,Grand i10,2018.0,6.0,40000.0,Automatic,first,Petrol,505000.0
4816,Maruti Suzuki,Alto-K10,2017.0,7.0,52350.0,Automatic,first,Hybrid/CNG,299000.0
4817,Maruti Suzuki,Swift-Dzire,2010.0,14.0,120000.0,Manual,second,Hybrid/CNG,200000.0
4818,Toyota,Corolla Altis,2013.0,11.0,82000.0,Automatic,second,Hybrid/CNG,440000.0
4819,Hyundai,Grand i10,2016.0,8.0,85000.0,Manual,second,Diesel,465000.0
4820,Kia,Sonet,2021.0,3.0,34000.0,Automatic,first,Hybrid/CNG,899000.0
4821,Honda,City,2013.0,11.0,75000.0,Manual,first,Petrol,395000.0
4822,Honda,City ZX,2007.0,17.0,115000.0,Manual,second,Hybrid/CNG,113000.0
4823,Mahindra,Xylo,2019.0,5.0,86270.0,Manual,first,Diesel,1025000.0
4824,Hyundai,Xcent,2015.0,9.0,106000.0,Manual,first,Petrol,266000.0
4825,Mercedes-Benz,E-Class,2010.0,14.0,81000.0,Automatic,first,Diesel,650000.0
4826,Volkswagen,VentoTest,2012.0,12.0,29900.0,Manual,first,Diesel,549000.0
4827,Hyundai,Creta,2020.0,4.0,95000.0,Manual,first,Diesel,1200000.0
4828,Hyundai,Aura,2020.0,4.0,62370.0,Automatic,second,Hybrid/CNG,675000.0
4829,Maruti Suzuki,Alto-800,2014.0,10.0,147000.0,Manual,second,Hybrid/CNG,275000.0
4830,Maruti Suzuki,Wagon-R,2021.0,3.0,65000.0,Manual,first,Hybrid/CNG,525000.0
4831,Hyundai,Grand i10,2016.0,8.0,90000.0,Manual,first,Hybrid/CNG,375000.0
4832,Tata,Harrier,2022.0,2.0,65550.0,Manual,first,Diesel,1400000.0
4833,Maruti Suzuki,maruti-suzuki-dzire,2021.0,3.0,88000.0,Automatic,first,Petrol,650000.0
4834,Toyota,Corolla Altis,2012.0,12.0,51000.0,Automatic,second,Hybrid/CNG,675000.0
4835,Honda,City,2015.0,9.0,38000.0,Automatic,first,Hybrid/CNG,650000.0
4836,Maruti Suzuki,Eeco,2015.0,9.0,100000.0,Manual,second,Hybrid/CNG,365000.0
4837,Hyundai,Creta,2021.0,3.0,14125.0,Manual,first,Petrol,1152000.0
4838,Maruti Suzuki,Wagon R,2010.0,14.0,54000.0,Manual,second,Hybrid/CNG,195000.0
4839,Honda,City,2014.0,10.0,680000.0,Automatic,second,Petrol,360000.0
4840,Tata,Harrier,2020.0,4.0,12000.0,Automatic,first,Diesel,1550000.0
4841,Tata,Indica V2,2016.0,8.0,177700.0,Manual,second,Diesel,135000.0
4842,Honda,City,2013.0,11.0,96000.0,Automatic,second,Petrol,369000.0
4843,Maruti Suzuki,Wagon-R-1-0,2022.0,2.0,25000.0,Manual,second,Hybrid/CNG,545000.0
4844,Hyundai,i10,2010.0,14.0,55000.0,Manual,second,Hybrid/CNG,110000.0
4845,Tata,Nexon,2015.0,9.0,45000.0,Manual,first,Hybrid/CNG,475000.0
4846,Maruti Suzuki,Ertiga,2020.0,4.0,80000.0,Automatic,first,Hybrid/CNG,680000.0
4847,Hyundai,i10,2010.0,14.0,63000.0,Manual,second,Hybrid/CNG,186000.0
4848,Maruti Suzuki,Celerio,2017.0,7.0,62000.0,Automatic,second,Petrol,382000.0
4849,Volvo,S60,2016.0,8.0,51000.0,Automatic,second,Diesel,1800000.0
4850,Maruti Suzuki,Baleno,2017.0,7.0,69000.0,Automatic,first,Petrol,685000.0
4851,Honda,City,2010.0,14.0,92000.0,Manual,first,Hybrid/CNG,125000.0
4852,Hyundai,Xcent Prime,2018.0,6.0,180000.0,Manual,first,Hybrid/CNG,260000.0
4853,Tata,Nexon,2021.0,3.0,24000.0,Manual,first,Petrol,780000.0
4854,Mahindra,TUV,2015.0,9.0,8500.0,Manual,first,Diesel,350000.0
4855,Renault,KWID,2020.0,4.0,71200.0,Automatic,first,Hybrid/CNG,400000.0
4856,Tata,Safari,2009.0,15.0,132000.0,Manual,second,Diesel,150000.0
4857,Hyundai,Grand i10,2019.0,5.0,31000.0,Automatic,first,Petrol,575000.0
4858,Maruti Suzuki,Ciaz,2018.0,6.0,55000.0,Automatic,second,Hybrid/CNG,750000.0
4859,Hyundai,Creta,2017.0,7.0,68000.0,Automatic,first,Petrol,790000.0
4860,Maruti Suzuki,Vitara-Brezza,2019.0,5.0,86739.0,Manual,first,Diesel,775000.0
4861,Maruti Suzuki,Ritz,2014.0,10.0,124000.0,Manual,second,Diesel,435000.0
4862,Hyundai,Xcent,2015.0,9.0,76000.0,Manual,first,Diesel,425000.0
4863,Honda,Amaze,2016.0,8.0,102458.0,Manual,second,Petrol,335000.0
4864,Chevrolet,Beat,2010.0,14.0,77546.0,Manual,first,Petrol,174000.0
4865,Kia,Seltos,2020.0,4.0,46000.0,Automatic,first,Diesel,1275000.0
4866,Land Rover,Freelander 2,2015.0,9.0,180650.0,Automatic,second,Diesel,1250000.0
4867,Maruti Suzuki,S-Presso,2021.0,3.0,82100.0,Manual,first,Hybrid/CNG,410000.0
4868,Maruti Suzuki,Celerio,2022.0,2.0,10000.0,Automatic,first,Petrol,590000.0
4869,Hyundai,Grand i10 Nios,2022.0,2.0,24512.0,Manual,first,Petrol,675000.0
4870,Maruti Suzuki,Baleno,2022.0,2.0,9800.0,Automatic,first,Petrol,790000.0
4871,Mercedes-Benz,E-Class,2011.0,13.0,35000.0,Automatic,second,Petrol,650000.0
4872,Maruti Suzuki,Swift,2019.0,5.0,58000.0,Manual,first,Petrol,615000.0
4873,Hyundai,i10,2012.0,12.0,57765.0,Automatic,first,Petrol,345000.0
4874,Kia,Seltos,2021.0,3.0,34500.0,Automatic,second,Diesel,1550000.0
4875,Hyundai,i10,2010.0,14.0,75000.0,Manual,second,Hybrid/CNG,175000.0
4876,Volkswagen,Polo,2019.0,5.0,125000.0,Manual,first,Diesel,815000.0
4877,Volkswagen,VentoTest,2011.0,13.0,43000.0,Automatic,second,Petrol,360000.0
4878,Audi,Q3,2015.0,9.0,71000.0,Automatic,first,Diesel,1525000.0
4879,Maruti Suzuki,Swift-Dzire,2022.0,2.0,85000.0,Automatic,second,Hybrid/CNG,700000.0
4880,Maruti Suzuki,Alto-800,2019.0,5.0,45000.0,Manual,first,Petrol,380000.0
4881,Maruti Suzuki,Wagon-R-Stingray,2014.0,10.0,50000.0,Automatic,second,Hybrid/CNG,300000.0
4882,Nissan,Micra Active,2015.0,9.0,130000.0,Manual,first,Petrol,340000.0
4883,Kia,Seltos,2023.0,1.0,23000.0,Automatic,first,Diesel,1845000.0
4884,Tata,Safari,2021.0,3.0,45000.0,Manual,second,Diesel,1550000.0
4885,Mahindra,Scorpio,2016.0,8.0,130000.0,Manual,second,Diesel,1085000.0
4886,Maruti Suzuki,Celerio,2017.0,7.0,63395.0,Manual,first,Hybrid/CNG,420000.0
4887,Maruti Suzuki,Omni,2019.0,5.0,55000.0,Automatic,first,Hybrid/CNG,260000.0
4888,Honda,City,2017.0,7.0,92000.0,Automatic,second,Petrol,651000.0
4889,Maruti Suzuki,Grand Vitara,2022.0,2.0,27000.0,Automatic,first,Hybrid/CNG,1495000.0
4890,Audi,A6,2015.0,9.0,69977.0,Automatic,first,Diesel,899981.0
4891,Maruti Suzuki,Alto-K10,2015.0,9.0,68000.0,Manual,first,Hybrid/CNG,285000.0
4892,Maruti Suzuki,Dzire,2022.0,2.0,24950.0,Manual,first,Hybrid/CNG,820000.0
4893,Maruti Suzuki,Swift,2009.0,15.0,66000.0,Manual,second,Petrol,200000.0
4894,Mercedes-Benz,GL-Class,2010.0,14.0,125000.0,Automatic,second,Diesel,1600000.0
4895,Maruti Suzuki,Wagon-R,2015.0,9.0,100000.0,Manual,second,Hybrid/CNG,240000.0
4896,Mahindra,XUV500,2016.0,8.0,99000.0,Manual,first,Diesel,725000.0
4897,Datsun,GO,2018.0,6.0,43000.0,Manual,first,Petrol,390000.0
4898,Maruti Suzuki,Wagon R,2014.0,10.0,51000.0,Manual,first,Hybrid/CNG,280000.0
4899,Audi,A4,2012.0,12.0,150000.0,Manual,first,Diesel,550000.0
4900,Maruti Suzuki,Ertiga,2021.0,3.0,81800.0,Manual,first,Hybrid/CNG,975000.0
4901,Maruti Suzuki,Ertiga,2014.0,10.0,71000.0,Automatic,second,Petrol,500000.0
4902,Maruti Suzuki,Ertiga,2019.0,5.0,90000.0,Manual,second,Hybrid/CNG,750000.0
4903,Maruti Suzuki,Celerio,2017.0,7.0,80000.0,Manual,first,Hybrid/CNG,400000.0
4904,Maruti Suzuki,S-Presso,2020.0,4.0,31000.0,Automatic,first,Petrol,420000.0
4905,Maruti Suzuki,XL6,2021.0,3.0,70000.0,Automatic,first,Hybrid/CNG,960000.0
4906,Maruti Suzuki,Ertiga,2015.0,9.0,42045.0,Automatic,first,Hybrid/CNG,795000.0
4907,Maruti Suzuki,Wagon-R,2012.0,12.0,80000.0,Automatic,second,Hybrid/CNG,190000.0
4908,Maruti Suzuki,Swift-Dzire,2014.0,10.0,120000.0,Automatic,second,Diesel,483000.0
4909,Chevrolet,Sail,2015.0,9.0,170000.0,Manual,first,Diesel,200000.0
4910,Maruti Suzuki,Swift,2014.0,10.0,60000.0,Manual,first,Diesel,430000.0
4911,Maruti Suzuki,Eeco,2022.0,2.0,11000.0,Automatic,first,Hybrid/CNG,650000.0
4912,Hyundai,i10,2012.0,12.0,85000.0,Manual,second,Petrol,200000.0
4913,Maruti Suzuki,Ertiga,2019.0,5.0,85000.0,Automatic,first,Petrol,845000.0
4914,Skoda,Kodiaq,2018.0,6.0,90000.0,Automatic,first,Diesel,1990000.0
